2372	1514
680	4
976	1016
2336	668
1999	340
531	2554
2547	1296
1315	2035
1116	2342
311	1353
29	1515
741	1840
1292	343
178	897
1871	2473
1220	78
352	144
1724	1550
2160	1262
892	2176
454	343
1350	2277
2005	739
987	88
2384	1816
1900	535
1200	436
1328	449
1124	2642
1565	1068
79	2290
678	1377
2364	676
1297	1608
1573	141
457	1731
1962	2031
973	203
850	141
2444	547
350	1870
1709	736
2200	447
1910	844
1107	297
1541	507
1057	233
850	773
796	269
2449	58
2271	2009
678	1850
699	1981
1728	803
141	2273
753	819
1016	361
453	96
314	23
799	476
678	1572
421	434
1937	1990
1556	1129
80	781
2078	1650
196	535
1274	1424
439	96
2077	1256
1533	1662
1530	2585
152	2411
453	748
1708	1331
1776	2038
224	209
86	537
572	571
1017	949
6	181
1067	146
1667	1892
486	1282
1051	2222
1334	1307
207	504
96	1385
128	157
274	608
362	1189
1332	368
2510	851
1082	446
668	671
178	1436
1668	2368
2068	96
1008	343
691	954
142	565
589	1049
2420	2066
870	1908
570	1327
997	1387
486	883
712	713
1387	1313
233	384
1114	1470
845	646
2642	76
794	1981
1919	2032
1993	2570
531	544
245	1870
1363	874
1331	2139
939	683
318	1565
1416	2513
2425	304
1445	2230
297	1598
2160	1297
976	2511
521	1504
1923	353
455	863
328	534
934	1954
864	1354
685	144
155	799
2005	1215
79	2036
1497	877
2395	1925
1299	1872
1198	141
2553	334
1424	470
908	753
570	1696
1351	439
2142	79
851	535
1855	717
1008	476
2326	2240
5	214
1721	1802
531	2455
1211	1981
479	1667
976	2129
2380	160
2465	1627
1343	1981
1069	815
351	2522
678	2238
2394	23
2234	1331
1287	1279
1513	868
691	1754
1259	1870
2334	298
1950	2037
2425	426
1107	1913
384	439
974	2099
531	261
1118	458
170	250
1865	714
1986	1380
537	90
31	365
1865	1121
399	1872
1273	2347
1872	2229
916	535
2475	1870
294	293
370	535
1846	501
2334	152
364	1925
577	201
681	1299
1272	2126
476	1462
294	2367
691	1696
1119	2032
1236	939
465	753
620	1212
1673	1656
570	1981
2269	1715
1152	636
2543	2309
2465	1803
1947	2131
331	2192
2200	1315
1565	1259
577	599
1197	1015
1016	331
2145	2149
752	582
347	1586
77	1572
96	753
1666	383
699	2238
1197	879
667	2495
1090	439
531	372
365	953
152	1954
1631	786
535	534
638	687
510	1124
570	1870
1819	850
261	96
1954	399
408	459
1316	1599
438	278
80	1918
199	1221
25	70
2336	422
2501	2578
1168	1981
243	165
1141	2568
1216	141
2492	600
531	123
29	615
876	643
1531	1114
807	421
2578	461
572	1057
964	870
946	1713
578	252
2066	448
678	1099
699	1299
690	861
1130	383
892	476
2042	2305
1711	782
531	44
1073	2008
2070	1033
587	1229
1606	1375
699	1373
1190	714
63	32
808	1072
330	482
413	2131
1569	2307
2560	1393
753	748
1892	607
1152	1500
2511	2130
618	1017
1740	2530
974	1142
1259	2242
137	870
383	2290
2483	1637
835	2380
2063	1367
255	181
1059	360
509	2206
799	1657
963	646
976	1982
1644	1696
706	1617
691	1327
1393	343
255	72
1088	2196
1445	1869
1829	1015
453	1035
2206	1743
850	2282
2407	1445
2049	2009
753	2323
468	1108
934	2229
924	793
1252	1626
1017	1154
1297	1158
1364	2535
572	341
144	1982
43	2359
2471	882
1171	560
1227	2527
1502	1560
2002	2380
1007	2229
516	2518
526	232
2555	1738
635	1327
535	70
2275	184
1708	897
1327	2225
773	1049
399	2098
1390	535
2576	72
2160	2547
233	371
446	727
2422	665
1091	221
301	1132
83	33
566	884
1141	1142
989	1843
350	846
233	1401
113	410
1510	422
1700	481
584	123
531	1635
606	2601
2331	874
1417	2473
1679	1103
1208	1268
387	2164
561	353
664	72
446	1426
1984	899
577	215
32	60
77	888
598	577
976	2164
2313	350
1367	2149
1327	481
1347	384
773	1229
662	1213
808	608
1625	759
1777	1338
1246	2211
971	100
2481	877
2522	652
1906	453
1121	2323
2068	1079
2283	2380
1327	1664
754	1365
321	634
2396	19
638	458
1244	127
65	60
486	343
2173	1918
1919	273
453	196
354	2013
1299	1469
205	117
1757	1112
2380	2554
453	1556
1211	968
198	2323
2280	974
479	581
1783	913
296	1932
