202	1336
655	833
1362	25
1375	615
1238	1324
1045	1134
57	833
771	1054
846	1000
596	1138
1281	552
992	442
253	332
487	75
421	726
833	918
436	140
1245	530
1193	93
1137	1350
1209	166
1291	490
438	764
1177	1002
49	173
424	428
584	880
449	271
1012	105
143	1017
125	848
1346	992
877	367
388	1279
166	1198
90	1151
1095	104
919	736
527	880
200	67
1096	634
1337	157
1192	83
985	980
1407	698
238	1109
15	1275
233	759
91	1109
1357	253
446	508
647	1181
132	52
31	1022
193	736
907	40
943	1178
388	424
1112	406
146	333
960	407
12	1368
209	1345
514	454
642	189
11	41
683	682
339	84
898	1254
821	507
172	1190
1161	1260
654	1313
934	591
1254	1240
1136	807
550	759
1276	726
1120	1262
54	325
321	1342
800	90
1059	149
1016	740
86	220
1199	845
191	385
564	1263
1328	1267
163	799
899	1294
950	497
958	804
934	1151
1404	580
951	1083
1195	411
1001	253
839	538
299	45
33	699
22	518
1115	170
149	220
1185	774
1051	679
368	74
718	1200
538	1285
1002	162
771	550
552	847
592	36
1393	501
1005	1166
131	447
1165	1382
1133	748
1145	245
115	346
695	373
565	60
364	1042
1158	1410
738	1173
455	640
656	319
662	1192
1284	1051
554	1124
1391	253
772	545
1193	425
962	1417
1010	136
1052	409
465	232
268	801
69	774
1211	1147
1165	209
856	1409
1324	1071
741	755
247	884
776	130
1161	1244
359	1015
908	1008
252	654
1272	317
1241	1179
108	517
547	1207
187	1115
63	37
118	841
855	548
1312	697
718	1221
752	876
815	540
616	1016
1330	96
1142	1118
866	549
757	781
1410	306
494	137
73	812
1330	372
1057	504
789	1216
906	1417
1037	1099
536	352
559	1320
920	167
1164	848
888	1136
1291	235
1056	922
169	163
481	705
733	300
1156	489
450	983
1397	1265
769	626
1376	830
442	874
392	1126
99	510
600	1122
128	1094
1310	1086
360	1062
15	936
711	708
434	1426
704	573
787	1099
1341	402
1368	539
748	887
792	433
377	1151
573	876
1292	1339
225	855
387	1362
234	196
270	1315
1205	453
386	1133
817	256
1263	1195
84	479
26	1195
417	711
434	611
392	1035
124	148
667	186
1168	969
578	921
430	44
1230	792
634	1419
464	880
344	527
11	994
605	1231
997	1332
1414	373
30	317
820	1416
599	94
1177	138
1279	879
1167	1197
56	783
543	839
1160	875
199	1379
747	1394
744	955
171	311
1125	111
858	436
325	897
990	176
207	264
937	975
598	378
16	1200
1295	427
432	1114
342	1348
1121	684
133	1312
733	596
1236	1315
462	1289
194	710
820	724
120	486
241	966
371	867
514	1227
136	692
1116	858
537	66
219	416
198	346
610	327
106	610
156	1114
158	1311
1425	1413
711	817
1412	1022
1000	544
715	1223
125	1089
940	1351
1174	210
1372	1177
39	497
1193	659
906	295
709	354
772	412
51	505
380	1150
275	1272
595	3
1139	1280
480	1387
1084	767
1338	779
166	108
1406	439
1412	419
671	1267
722	1385
1395	238
818	130
1153	899
918	651
702	77
578	1338
34	1226
186	453
329	355
85	725
575	1075
471	1270
1419	678
4	1145
381	554
347	894
82	1174
445	872
466	312
8	1103
876	1162
548	1056
495	1266
574	921
445	469
51	880
1327	341
109	1312
763	199
1389	1137
1262	1269
182	248
1206	161
1246	1276
274	11
63	739
1154	891
547	345
1190	1199
938	1144
260	567
920	795
1126	1296
43	166
1321	50
1221	52
676	485
793	74
244	323
283	119
125	68
487	1259
1312	1094
595	184
6	1188
73	121
1387	51
