107	449
107	697
107	445
1098	1098
1098	1108
1098	868
1098	1120
1115	575
1115	521
1115	583
1115	61
1115	563
1115	1200
1115	428
1115	269
1115	558
1115	1131
1115	45
1115	400
1115	1414
1115	1384
1115	868
1115	804
51	974
51	579
51	1291
51	669
51	470
517	517
517	868
414	414
414	499
414	1190
414	1278
414	495
414	1386
414	861
414	1080
414	883
414	806
414	368
414	1243
414	157
414	355
610	233
610	438
610	909
610	1348
610	1421
610	1080
610	883
610	92
610	505
610	1221
610	157
610	241
610	483
610	1036
933	1226
933	651
933	138
933	92
933	55
933	467
629	629
140	140
162	749
162	987
162	764
162	61
162	1346
162	776
162	98
162	94
162	1266
162	509
911	911
911	868
172	172
172	1094
172	484
896	651
896	200
896	868
1306	1306
1306	875
1306	1354
1306	1121
1306	868
256	25
651	651
1381	412
1381	251
153	979
412	412
771	748
771	61
771	555
771	640
771	790
771	910
771	505
771	832
771	683
771	868
771	157
771	920
771	483
771	1036
572	749
572	622
572	1408
572	1406
572	1193
572	1090
572	465
572	73
572	597
622	979
622	622
622	585
622	178
622	154
526	526
1343	127
1343	322
575	517
575	575
575	57
575	1193
575	1046
575	445
575	96
575	1193
575	1116
575	1193
575	1193
778	1239
778	102
778	61
778	626
778	1217
778	1066
778	1191
778	354
778	461
778	653
778	1312
778	1013
778	1409
778	421
778	1328
778	804
778	1251
706	706
706	868
1011	441
1011	451
8	701
8	617
1339	92
1428	563
1428	421
1305	309
1305	868
102	664
102	763
1300	520
215	8
215	1408
215	589
215	229
215	1229
215	314
215	549
215	1271
215	1245
215	1308
215	486
215	951
215	128
215	330
215	5
215	53
215	147
215	1153
215	1327
215	700
215	173
1268	51
1268	651
1268	8
1268	488
1268	589
1268	229
1268	556
1268	1079
1268	12
1268	320
1268	1361
1268	1090
1268	1245
1268	444
1268	1369
1268	829
1268	1253
1268	906
1268	674
1268	1016
1268	1074
1268	230
1268	1153
1268	1067
1268	173
305	521
305	138
305	1316
305	209
305	1414
1182	875
1182	620
1182	49
1182	909
1182	1348
1182	289
1182	910
1182	959
1182	452
1182	446
1182	1091
1182	230
498	192
498	519
498	616
498	1273
498	63
498	868
1408	1408
32	1380
42	868
42	760
42	1036
1410	929
1330	1239
1330	768
1330	438
1330	1361
1330	579
1330	154
1330	85
1330	868
1404	606
1404	439
1404	79
1404	154
1404	989
1404	965
1404	55
1340	320
1340	1290
1340	1299
1340	597
1081	61
1081	58
1081	192
1081	1032
1081	1273
1081	352
1081	1267
692	909
715	715
715	747
715	1013
715	91
715	146
715	1273
715	918
715	868
585	974
912	1300
912	556
912	563
912	543
912	1090
912	1113
912	522
912	1260
912	421
912	595
912	1420
912	567
1154	1154
691	868
229	54
229	229
229	44
229	868
229	1277
104	435
104	1270
104	1203
104	233
104	1202
104	909
104	1348
104	1090
104	1028
104	27
104	883
104	92
104	985
104	421
104	1290
104	868
104	304
104	483
104	288
1085	138
1085	722
1085	1200
1085	974
1085	1274
1085	579
1085	1419
1085	209
1085	1301
1085	669
1085	1414
1085	1384
1085	597
1085	55
1085	181
1085	288
273	697
273	1266
655	1103
655	611
655	974
655	486
655	445
655	359
655	1088
655	230
655	597
655	55
1056	651
1056	602
1056	888
1056	101
1068	435
1068	97
1068	597
556	556
556	1090
556	209
556	27
556	539
556	210
1107	524
1107	1107
1107	868
1107	451
1107	1036
1173	778
1173	556
1173	309
1173	1271
1173	1266
1173	868
124	1006
1029	1245
1029	1030
1029	1384
549	677
549	61
549	1269
549	1271
549	192
549	1231
549	868
1371	1103
1371	651
1371	778
1371	1352
1371	521
1371	305
1371	852
1371	544
1371	413
1371	138
1371	228
1371	259
1371	1048
1371	502
1371	1286
1371	481
1371	320
1371	974
1371	1245
1371	444
1371	1093
1371	1131
1371	465
1371	1062
1371	1135
1371	1308
1371	237
1371	910
1371	486
1371	416
1371	878
1371	951
1371	234
1371	571
1371	1013
1371	1310
1371	674
1371	1291
1371	519
1371	474
1371	1199
1371	147
1371	463
1371	1414
1371	1088
1371	230
1371	744
1371	650
1371	819
1371	451
1269	102
1269	540
170	1226
170	521
170	827
170	635
170	1069
170	960
170	617
170	313
170	686
170	458
170	444
170	154
170	805
170	27
170	203
170	1007
170	1122
170	1121
170	81
170	147
170	1161
170	405
170	55
206	517
206	693
206	439
206	206
206	484
206	307
206	16
206	978
206	1204
206	73
206	1273
206	1414
206	142
1289	1289
1289	144
1289	1017
816	442
816	129
816	998
816	712
816	1041
816	1009
956	1103
956	556
956	956
956	909
956	349
956	1361
956	1090
956	3
956	906
338	995
338	338
309	56
309	305
309	112
309	1340
309	715
309	604
309	1271
309	611
309	1287
309	868
301	195
1000	1348
311	93
311	899
311	774
1298	1270
1298	127
1271	1271
1271	1245
1271	1260
1271	1327
621	391
621	738
621	1210
621	870
561	564
561	1273
1018	664
1018	1046
1018	1301
1018	577
1018	795
1018	241
776	380
776	776
776	989
1206	88
1206	154
1206	1384
1206	868
1151	1348
1151	154
1141	51
1141	572
1141	571
1141	209
1141	1301
1141	55
532	314
532	456
12	8
12	103
12	61
12	154
12	457
12	868
12	1078
369	138
369	960
369	456
369	1376
369	541
369	1163
369	805
369	1096
369	486
369	1293
369	415
369	116
369	463
369	1067
369	1415
369	55
374	305
374	374
374	868
1034	16
1034	53
1149	1348
1324	455
1324	868
1324	597
531	995
531	531
264	868
264	750
264	860
1329	311
1329	927
1329	1329
1329	913
1329	868
1329	804
1329	1120
1348	839
1348	1
1348	495
1348	668
1053	1053
184	991
184	1090
184	976
150	576
150	1402
150	150
150	836
150	661
150	1327
1	1138
1	985
1	1290
1	868
737	882
1372	583
1372	1158
1372	444
1372	1013
874	874
949	868
1245	1361
1245	1090
1245	989
168	168
245	435
245	1168
245	563
245	1291
245	296
245	132
841	229
841	841
841	520
841	868
1065	222
1065	974
1065	1361
1065	291
1065	296
638	638
638	1111
1072	949
1072	20
1072	1327
1072	337
727	56
727	989
495	1203
495	495
495	154
495	861
495	801
495	255
495	505
495	880
495	512
495	397
495	304
495	483
495	1070
495	700
945	1155
945	142
1155	488
1155	1254
1155	209
1386	435
1386	1094
1386	1213
1386	275
1386	93
1386	1263
1386	519
1386	539
1386	47
1386	1405
154	79
154	1067
154	451
986	460
986	488
986	61
986	138
986	638
986	45
986	805
986	1023
986	234
986	746
986	241
986	597
986	55
45	521
45	556
45	909
45	349
45	864
45	45
45	973
45	73
45	938
45	598
77	414
77	301
77	158
77	909
77	1348
77	1245
77	579
77	495
